id_poliza,id_asegurado,ramo,fecha_inicio,fecha_fin,prima,suma_asegurada,deducible,canal_venta,ciudad,estado_poliza
POL00761,A00506,Salud,2024-04-10,2025-04-10,945.7,12000,120.0,Digital,Manta,Vigente
POL00762,A00507,Vehículos,2024-01-10,2025-01-09,826.65,15000,150.0,Call Center,Machala,Vigente
POL00763,A00507,Vehículos,2024-03-28,2025-03-28,907.23,12000,120.0,Call Center,Machala,Vigente
POL00764,A00508,Vehículos,2024-07-12,2025-07-12,374.09,8000,80.0,Digital,Cuenca,Vigente
POL00765,A00509,Vehículos,2024-10-25,2025-10-25,452.34,8000,80.0,Digital,Guayaquil,Vigente
POL00766,A00510,Vehículos,2024-06-05,2025-06-05,1659.91,50000,500.0,Digital,Cuenca,Vigente
POL00767,A00511,Vida,2024-10-03,2025-10-03,595.04,15000,150.0,Sucursal,Quito,Vigente
POL00768,A00512,Generales,2024-01-02,2025-01-01,923.86,15000,150.0,Digital,Quito,Vigente
POL00769,A00513,Vehículos,2024-09-28,2025-09-28,689.9,12000,120.0,Agente,Quito,Vigente
POL00770,A00514,Vehículos,2024-06-05,2025-06-05,240.33,8000,80.0,Agente,Quito,Vigente
POL00771,A00515,Vehículos,2024-08-15,2025-08-15,716.78,20000,200.0,Call Center,Quito,Vigente
POL00772,A00516,Vida,2024-06-01,2025-06-01,707.6,12000,120.0,Call Center,Guayaquil,Vigente
POL00773,A00517,Vehículos,2024-11-17,2025-11-17,742.72,20000,200.0,Call Center,Riobamba,Vigente
POL00774,A00518,Hogar,2024-05-29,2025-05-29,1700.56,30000,300.0,Digital,Loja,Vigente
POL00775,A00519,Vehículos,2024-11-05,2025-11-05,757.73,12000,120.0,Call Center,Riobamba,Vigente
POL00776,A00519,Vehículos,2024-05-01,2025-05-01,299.75,8000,80.0,Sucursal,Riobamba,Vigente
POL00777,A00520,Salud,2024-04-14,2025-04-14,972.36,20000,200.0,Agente,Quito,Vigente
POL00778,A00521,Vehículos,2024-05-31,2025-05-31,1162.27,15000,150.0,Digital,Portoviejo,Vigente
POL00779,A00522,Vehículos,2024-01-16,2025-01-15,824.18,15000,150.0,Sucursal,Cuenca,Vigente
POL00780,A00522,Vida,2024-05-01,2025-05-01,1857.97,50000,500.0,Sucursal,Cuenca,Vigente
POL00781,A00523,Vehículos,2024-05-18,2025-05-18,1863.81,30000,300.0,Bróker,Riobamba,Vigente
POL00782,A00523,Vehículos,2024-08-29,2025-08-29,818.81,12000,120.0,Bróker,Riobamba,Vigente
POL00783,A00524,Salud,2024-09-16,2025-09-16,2234.44,30000,300.0,Call Center,Ambato,Vigente
POL00784,A00525,Vehículos,2024-03-30,2025-03-30,1143.31,20000,200.0,Bróker,Quito,Vigente
POL00785,A00526,Vehículos,2024-07-12,2025-07-12,715.49,12000,120.0,Sucursal,Cuenca,Vigente
POL00786,A00526,Hogar,2024-09-21,2025-09-21,914.44,15000,150.0,Call Center,Cuenca,Vigente
POL00787,A00527,Salud,2024-08-12,2025-08-12,696.62,12000,120.0,Digital,Loja,Vigente
POL00788,A00527,Generales,2024-09-08,2025-09-08,926.33,15000,150.0,Call Center,Loja,Vigente
POL00789,A00528,Vida,2024-03-05,2025-03-05,2012.85,30000,300.0,Call Center,Riobamba,Vigente
POL00790,A00528,Vehículos,2024-03-14,2025-03-14,416.44,8000,80.0,Call Center,Riobamba,Vigente
POL00791,A00529,Vida,2024-10-22,2025-10-22,725.85,12000,120.0,Sucursal,Cuenca,Vigente
POL00792,A00530,Vehículos,2024-06-21,2025-06-21,917.03,30000,300.0,Agente,Quito,Vigente
POL00793,A00531,Vehículos,2024-11-26,2025-11-26,712.17,15000,150.0,Bróker,Machala,Vigente
POL00794,A00531,Vehículos,2024-06-29,2025-06-29,839.09,12000,120.0,Agente,Machala,Vigente
POL00795,A00532,Vehículos,2024-03-22,2025-03-22,1791.75,30000,300.0,Sucursal,Manta,Vigente
POL00796,A00532,Vehículos,2024-08-02,2025-08-02,613.33,12000,120.0,Call Center,Manta,Vigente
POL00797,A00533,Vehículos,2024-04-10,2025-04-10,496.72,8000,80.0,Sucursal,Portoviejo,Vigente
POL00798,A00534,Hogar,2024-06-27,2025-06-27,667.59,12000,120.0,Sucursal,Guayaquil,Vigente
POL00799,A00535,Vehículos,2024-03-06,2025-03-06,733.24,20000,200.0,Digital,Guayaquil,Vigente
POL00800,A00536,Salud,2024-08-26,2025-08-26,474.95,8000,80.0,Call Center,Loja,Vigente
POL00801,A00536,Vehículos,2024-07-18,2025-07-18,1099.16,15000,150.0,Call Center,Loja,Vigente
POL00802,A00537,Vehículos,2024-03-18,2025-03-18,252.72,8000,80.0,Digital,Quito,Vigente
POL00803,A00538,Vehículos,2024-10-03,2025-10-03,1166.37,20000,200.0,Call Center,Guayaquil,Vigente
POL00804,A00539,Vehículos,2024-07-22,2025-07-22,297.63,8000,80.0,Bróker,Santo Domingo,Vigente
POL00805,A00540,Vehículos,2024-01-19,2025-01-18,423.46,12000,120.0,Call Center,Guayaquil,Vigente
POL00806,A00540,Vehículos,2024-05-29,2025-05-29,2169.56,30000,300.0,Bróker,Guayaquil,Vigente
POL00807,A00541,Vida,2024-09-08,2025-09-08,3847.0,50000,500.0,Bróker,Riobamba,Vigente
POL00808,A00542,Vehículos,2024-06-17,2025-06-17,591.46,8000,80.0,Bróker,Manta,Vigente
POL00809,A00543,Vehículos,2024-02-12,2025-02-11,1537.89,30000,300.0,Digital,Riobamba,Vigente
POL00810,A00543,Vehículos,2024-05-02,2025-05-02,759.65,15000,150.0,Agente,Riobamba,Vigente
POL00811,A00544,Vehículos,2024-12-18,2025-12-18,1128.63,15000,150.0,Sucursal,Cuenca,Vigente
POL00812,A00545,Vehículos,2024-05-15,2025-05-15,1008.4,20000,200.0,Agente,Cuenca,Vigente
POL00813,A00546,Generales,2024-08-13,2025-08-13,1587.58,20000,200.0,Digital,Loja,Vigente
POL00814,A00547,Generales,2024-01-13,2025-01-12,488.82,8000,80.0,Digital,Manta,Vigente
POL00815,A00547,Vehículos,2024-07-06,2025-07-06,1319.18,20000,200.0,Bróker,Manta,Vigente
POL00816,A00548,Salud,2024-05-18,2025-05-18,1340.18,30000,300.0,Sucursal,Santo Domingo,Vigente
POL00817,A00548,Generales,2024-12-05,2025-12-05,706.91,12000,120.0,Bróker,Santo Domingo,Vigente
POL00818,A00549,Vehículos,2024-07-30,2025-07-30,562.51,8000,80.0,Digital,Loja,Vigente
POL00819,A00549,Vida,2024-09-09,2025-09-09,688.02,12000,120.0,Agente,Loja,Vigente
POL00820,A00550,Vehículos,2024-01-02,2025-01-01,2572.59,50000,500.0,Digital,Machala,Vigente
POL00821,A00551,Vehículos,2024-11-08,2025-11-08,3877.65,50000,500.0,Sucursal,Riobamba,Vigente
POL00822,A00551,Vida,2024-02-23,2025-02-22,3394.18,50000,500.0,Bróker,Riobamba,Vigente
POL00823,A00552,Salud,2024-11-11,2025-11-11,528.7,8000,80.0,Digital,Cuenca,Vigente
POL00824,A00552,Vehículos,2024-11-27,2025-11-27,1084.05,15000,150.0,Sucursal,Cuenca,Vigente
POL00825,A00553,Generales,2024-12-12,2025-12-12,2218.67,30000,300.0,Call Center,Riobamba,Vigente
POL00826,A00554,Vehículos,2024-09-08,2025-09-08,454.19,8000,80.0,Sucursal,Loja,Vigente
POL00827,A00554,Vehículos,2024-12-07,2025-12-07,619.92,20000,200.0,Sucursal,Loja,Vigente
POL00828,A00555,Salud,2024-04-22,2025-04-22,244.09,8000,80.0,Agente,Riobamba,Vigente
POL00829,A00555,Vida,2024-11-03,2025-11-03,565.62,8000,80.0,Digital,Riobamba,Vigente
POL00830,A00556,Vehículos,2024-02-21,2025-02-20,1133.69,15000,150.0,Sucursal,Santo Domingo,Vigente
POL00831,A00557,Vehículos,2024-02-09,2025-02-08,1507.61,20000,200.0,Digital,Loja,Vigente
POL00832,A00558,Vehículos,2024-04-14,2025-04-14,570.76,8000,80.0,Sucursal,Ambato,Vigente
POL00833,A00559,Hogar,2024-08-18,2025-08-18,693.0,12000,120.0,Digital,Guayaquil,Vigente
POL00834,A00559,Hogar,2024-08-17,2025-08-17,1028.61,20000,200.0,Bróker,Guayaquil,Vigente
POL00835,A00560,Vehículos,2024-07-12,2025-07-12,2017.19,50000,500.0,Sucursal,Portoviejo,Vigente
POL00836,A00561,Vehículos,2024-10-22,2025-10-22,1342.2,20000,200.0,Digital,Machala,Vigente
POL00837,A00562,Vida,2024-03-30,2025-03-30,1868.06,50000,500.0,Agente,Guayaquil,Vigente
POL00838,A00563,Vida,2024-08-25,2025-08-25,938.44,15000,150.0,Sucursal,Riobamba,Vigente
POL00839,A00564,Salud,2024-09-08,2025-09-08,409.17,8000,80.0,Agente,Guayaquil,Vigente
POL00840,A00564,Vida,2024-03-21,2025-03-21,2224.56,30000,300.0,Digital,Guayaquil,Vigente
POL00841,A00565,Vehículos,2024-10-09,2025-10-09,1177.12,20000,200.0,Bróker,Portoviejo,Vigente
POL00842,A00566,Generales,2024-12-16,2025-12-16,616.54,8000,80.0,Digital,Santo Domingo,Vigente
POL00843,A00567,Vehículos,2024-07-30,2025-07-30,783.54,20000,200.0,Digital,Machala,Vigente
POL00844,A00568,Vehículos,2024-01-25,2025-01-24,1181.21,15000,150.0,Call Center,Loja,Vigente
POL00845,A00569,Salud,2024-02-22,2025-02-21,2339.75,30000,300.0,Bróker,Manta,Vigente
POL00846,A00570,Vehículos,2024-02-09,2025-02-08,1032.47,15000,150.0,Digital,Machala,Vigente
POL00847,A00571,Salud,2024-04-16,2025-04-16,1190.46,30000,300.0,Bróker,Machala,Vigente
POL00848,A00571,Vehículos,2024-03-24,2025-03-24,1087.35,15000,150.0,Sucursal,Machala,Vigente
POL00849,A00572,Vehículos,2024-01-08,2025-01-07,782.25,20000,200.0,Digital,Quito,Vigente
POL00850,A00573,Vehículos,2024-10-19,2025-10-19,1137.51,30000,300.0,Call Center,Portoviejo,Vigente
POL00851,A00574,Generales,2024-03-19,2025-03-19,440.69,8000,80.0,Bróker,Portoviejo,Vigente
POL00852,A00574,Vida,2024-05-10,2025-05-10,3494.74,50000,500.0,Digital,Portoviejo,Vigente
POL00853,A00575,Salud,2024-01-04,2025-01-03,1028.75,15000,150.0,Sucursal,Cuenca,Vigente
POL00854,A00576,Vehículos,2024-09-09,2025-09-09,2455.51,50000,500.0,Call Center,Riobamba,Vigente
POL00855,A00576,Vehículos,2024-10-26,2025-10-26,577.45,12000,120.0,Bróker,Riobamba,Vigente
POL00856,A00577,Vida,2024-11-06,2025-11-06,3137.81,50000,500.0,Sucursal,Loja,Vigente
POL00857,A00578,Generales,2024-08-15,2025-08-15,293.75,8000,80.0,Sucursal,Guayaquil,Vigente
POL00858,A00579,Vehículos,2024-06-24,2025-06-24,625.15,8000,80.0,Digital,Machala,Vigente
POL00859,A00580,Vehículos,2024-05-23,2025-05-23,710.9,20000,200.0,Sucursal,Manta,Vigente
POL00860,A00581,Vehículos,2024-04-12,2025-04-12,1747.85,50000,500.0,Digital,Riobamba,Vigente
POL00861,A00581,Salud,2024-04-06,2025-04-06,539.87,12000,120.0,Bróker,Riobamba,Vigente
POL00862,A00582,Generales,2024-05-26,2025-05-26,1228.79,30000,300.0,Digital,Machala,Vigente
POL00863,A00583,Vida,2024-02-09,2025-02-08,768.22,20000,200.0,Digital,Manta,Vigente
POL00864,A00583,Vehículos,2024-06-20,2025-06-20,660.59,12000,120.0,Sucursal,Manta,Vigente
POL00865,A00584,Vehículos,2024-10-29,2025-10-29,924.01,30000,300.0,Agente,Guayaquil,Vigente
POL00866,A00584,Salud,2024-02-04,2025-02-03,944.34,15000,150.0,Agente,Guayaquil,Vigente
POL00867,A00585,Generales,2024-11-07,2025-11-07,950.34,30000,300.0,Agente,Machala,Vigente
POL00868,A00585,Vehículos,2024-08-31,2025-08-31,1917.34,50000,500.0,Agente,Machala,Vigente
POL00869,A00586,Salud,2024-03-10,2025-03-10,800.94,12000,120.0,Sucursal,Loja,Vigente
POL00870,A00587,Generales,2024-08-31,2025-08-31,1863.56,30000,300.0,Agente,Loja,Vigente
POL00871,A00587,Salud,2024-09-19,2025-09-19,1108.09,20000,200.0,Call Center,Loja,Vigente
POL00872,A00588,Vehículos,2024-09-14,2025-09-14,957.19,15000,150.0,Agente,Portoviejo,Vigente
POL00873,A00588,Vida,2024-07-24,2025-07-24,706.73,12000,120.0,Agente,Portoviejo,Vigente
POL00874,A00589,Vehículos,2024-10-24,2025-10-24,1165.97,30000,300.0,Call Center,Cuenca,Vigente
POL00875,A00589,Vehículos,2024-10-16,2025-10-16,2367.59,30000,300.0,Sucursal,Cuenca,Vigente
POL00876,A00590,Vehículos,2024-11-29,2025-11-29,1111.86,15000,150.0,Call Center,Machala,Vigente
POL00877,A00591,Vida,2024-01-16,2025-01-15,3626.65,50000,500.0,Sucursal,Loja,Vigente
POL00878,A00591,Vehículos,2024-09-16,2025-09-16,2948.63,50000,500.0,Digital,Loja,Vigente
POL00879,A00592,Generales,2024-07-14,2025-07-14,3127.4,50000,500.0,Digital,Loja,Vigente
POL00880,A00592,Vehículos,2024-09-24,2025-09-24,3553.3,50000,500.0,Sucursal,Loja,Vigente
POL00881,A00593,Generales,2024-12-19,2025-12-19,481.52,15000,150.0,Digital,Santo Domingo,Vigente
POL00882,A00594,Salud,2024-08-05,2025-08-05,825.92,15000,150.0,Agente,Ambato,Vigente
POL00883,A00595,Vida,2024-05-22,2025-05-22,1540.67,50000,500.0,Bróker,Portoviejo,Vigente
POL00884,A00595,Generales,2024-12-25,2025-12-25,1080.3,15000,150.0,Call Center,Portoviejo,Vigente
POL00885,A00596,Vehículos,2024-10-18,2025-10-18,1598.08,20000,200.0,Bróker,Portoviejo,Vigente
POL00886,A00597,Vehículos,2024-08-20,2025-08-20,1775.11,30000,300.0,Bróker,Manta,Vigente
POL00887,A00597,Vehículos,2024-01-16,2025-01-15,598.72,8000,80.0,Digital,Manta,Vigente
POL00888,A00598,Vehículos,2024-04-03,2025-04-03,562.1,12000,120.0,Bróker,Santo Domingo,Vigente
POL00889,A00599,Vehículos,2024-03-24,2025-03-24,619.15,15000,150.0,Agente,Ambato,Vigente
POL00890,A00599,Vehículos,2024-04-04,2025-04-04,1088.84,15000,150.0,Digital,Ambato,Vigente
POL00891,A00600,Hogar,2024-01-19,2025-01-18,2120.91,30000,300.0,Call Center,Machala,Vigente
